DecYear Q Conc Flux FNConc FNFlux PeriodLong PeriodStart
1975.24703196347 110.090468053347 0.0862864307123505 837.549087437355 0.133518067691959 959.04393441296 12 10
1976.24763595107 59.7583716288623 0.121081219585523 688.92772889762 0.141994156932185 1018.53707792171 12 10
1977.24711938423 16.2904877648976 0.223888516500871 438.570980464225 0.150812451777314 1079.52264991974 12 10
1978.24703196347 175.182519171627 0.22821653078798 1228.35552739521 0.159601822679275 1144.76216028495 12 10
1979.24703196347 102.26182978742 0.126278259835304 1157.79648185236 0.168543166520678 1215.83979431453 12 10
1980.24763595107 233.704503607849 0.125148293413856 2124.11558062867 0.176615576795343 1289.77704113121 12 10
1981.24711938423 69.0519875270374 0.164661992968622 1084.871529246 0.182211201166506 1351.57324976068 12 10
1982.24703196347 214.120355179787 0.16223092065974 1852.94498774872 0.180402158719268 1376.49222104251 12 10
1983.24703196347 602.599558413676 0.0919332312402622 4506.73077849971 0.170161068224943 1367.95016290623 12 10
1984.24763595107 245.973589665622 0.102362603006233 2680.34653823238 0.16127748627315 1360.04879127437 12 10
1985.24711938423 82.4353825052854 0.143796042896324 1160.86902884124 0.152272771522951 1345.03844915061 12 10
1986.24703196347 204.456940429972 0.142581644016356 1863.22626780241 0.143215688975003 1286.4828793702 12 10
1987.24703196347 70.9379670755923 0.135645111715627 874.716771289518 0.131588882018438 1214.59597052053 12 10
1988.24763595107 45.5731015983763 0.131356702172706 503.956246826363 0.120749967626753 1242.09997158583 12 10
1989.24711938423 41.4180814284517 0.112920790990589 397.469405377693 0.11587494129947 1274.35550194248 12 10
1990.24703196347 35.8177850207375 0.101086545767568 336.943374344156 0.112353293494101 1254.29152425585 12 10
1991.24703196347 25.7018437918308 0.0822639322148309 204.790996385161 0.108115485005049 1220.54542990333 12 10
1992.24763595107 27.3180199025035 0.0841998283056092 265.732869775093 0.104891942982365 1232.40907472298 12 10
1993.24711938423 66.6047913575756 0.102981205348544 725.224300881637 0.10583375496741 1381.74675383003 12 10
1994.24703196347 47.7055850283133 0.0926653441795585 422.188285421737 0.0993044137490548 1295.72338833144 12 10
1995.24703196347 246.441591527 0.0932445778273856 1554.14933181327 0.0905781889595606 1151.44858946393 12 10
1996.24763595107 153.886586327221 0.0874196279429945 1172.90360421663 0.0824388084870696 1016.54232004667 12 10
1997.24711938423 264.88896960078 0.0830129777094846 3141.7713612219 0.0749528314135655 902.850243293205 12 10
1998.24703196347 332.099974211848 0.0720447331857973 1806.04385320993 0.0689945348118041 815.431260141024 12 10
1999.24703196347 139.556280160983 0.0705536989434811 961.316112800431 0.0651863815613703 765.592606485906 12 10
2000.24763595107 111.010548292812 0.0602339213125038 602.777934970753 0.0620317240257337 741.529014269639 12 10
2001.24711938423 67.7532916141288 0.0576943934568746 364.449890395718 0.0576420465617567 701.563747367155 12 10
2002.24703196347 54.5918541631705 0.0520164218929747 268.481712167903 0.0529851084983208 646.253116770514 12 10
2003.24703196347 53.386177151073 0.0463143442851557 221.19526838736 0.047595484187507 583.957174962538 12 10
2004.24763595107 53.5589938533722 0.0420723516581828 208.460665780119 0.0428147531663644 524.897631288051 12 10
2005.24711938423 148.129690276607 0.0449754467031408 563.48026848574 0.0396029408478711 469.598129436726 12 10
2006.24703196347 287.512966143338 0.0445334610691035 1029.89077085682 0.0372725299741435 458.458383640674 12 10
2007.24703196347 62.4294917556144 0.0355986334362226 210.709918965837 0.0343810616280234 441.088996519066 12 10
2008.24763595107 48.1363951422032 0.0298875535435287 141.789890577115 0.0314447245184488 410.967143067345 12 10
2009.24711938423 33.8487944431018 0.0230253484404231 69.6060549632757 0.0288218526713705 381.352454271109 12 10
2010.24703196347 71.3600044570871 0.0246867703804436 143.29135429 0.0265988033817409 358.554507398391 12 10
2011.24703196347 267.113975501749 0.030441794942167 765.516177843333 0.0252661947246114 347.010850104144 12 10
2012.24763595107 57.6472965741745 0.0226578801044148 117.145820056928 0.0243504680495762 339.378243714398 12 10
2013.24711938423 41.8782883672435 0.0214494114689307 91.736293125385 0.0234019661292121 324.87786735469 12 10
2014.24703196347 24.6547411193978 0.0172860796384132 38.2997763521088 0.0225442522963954 307.903502595004 12 10
2015.24703196347 16.5238961593765 0.0181372766252704 32.2437099912369 0.0217629578085546 292.484743503222 12 10
2016.24763595107 28.4848906045046 0.0174758662281008 48.9864973792968 0.0210751887386473 279.619139258028 12 10
2017.24711938423 346.149784834773 0.0219567988468345 808.260645199992 0.020513336470667 268.19681775339 12 10
2018.24703196347 72.9442738261139 0.0201394574948293 127.555794225894 0.0199951693929703 258.558593646993 12 10
