"","year","FNConc","FNFlux","year.1","FNConc.1","FNFlux.1","year.2","FNConc.2","FNFlux.2","year.3","FNConc.3","FNFlux.3","year.4","FNConc.4","FNFlux.4","year.5","FNConc.5","FNFlux.5","year.6","FNConc.6","FNFlux.6","year.7","FNConc.7","FNFlux.7","year.8","FNConc.8","FNFlux.8","year.9","FNConc.9","FNFlux.9","year.10","FNConc.10","FNFlux.10","year.11","FNConc.11","FNFlux.11","year.12","FNConc.12","FNFlux.12","year.13","FNConc.13","FNFlux.13","year.14","FNConc.14","FNFlux.14","year.15","FNConc.15","FNFlux.15","year.16","FNConc.16","FNFlux.16","year.17","FNConc.17","FNFlux.17","year.18","FNConc.18","FNFlux.18","year.19","FNConc.19","FNFlux.19","year.20","FNConc.20","FNFlux.20","year.21","FNConc.21","FNFlux.21","year.22","FNConc.22","FNFlux.22","year.23","FNConc.23","FNFlux.23","year.24","FNConc.24","FNFlux.24","year.25","FNConc.25","FNFlux.25","year.26","FNConc.26","FNFlux.26","year.27","FNConc.27","FNFlux.27","year.28","FNConc.28","FNFlux.28","year.29","FNConc.29","FNFlux.29","year.30","FNConc.30","FNFlux.30","year.31","FNConc.31","FNFlux.31","year.32","FNConc.32","FNFlux.32","year.33","FNConc.33","FNFlux.33","year.34","FNConc.34","FNFlux.34","year.35","FNConc.35","FNFlux.35","year.36","FNConc.36","FNFlux.36","year.37","FNConc.37","FNFlux.37","year.38","FNConc.38","FNFlux.38","year.39","FNConc.39","FNFlux.39","year.40","FNConc.40","FNFlux.40","year.41","FNConc.41","FNFlux.41","year.42","FNConc.42","FNFlux.42","year.43","FNConc.43","FNFlux.43","year.44","FNConc.44","FNFlux.44","year.45","FNConc.45","FNFlux.45","year.46","FNConc.46","FNFlux.46","year.47","FNConc.47","FNFlux.47","year.48","FNConc.48","FNFlux.48","year.49","FNConc.49","FNFlux.49","year.50","FNConc.50","FNFlux.50","year.51","FNConc.51","FNFlux.51","year.52","FNConc.52","FNFlux.52","year.53","FNConc.53","FNFlux.53","year.54","FNConc.54","FNFlux.54","year.55","FNConc.55","FNFlux.55","year.56","FNConc.56","FNFlux.56","year.57","FNConc.57","FNFlux.57","year.58","FNConc.58","FNFlux.58","year.59","FNConc.59","FNFlux.59","year.60","FNConc.60","FNFlux.60","year.61","FNConc.61","FNFlux.61","year.62","FNConc.62","FNFlux.62","year.63","FNConc.63","FNFlux.63","year.64","FNConc.64","FNFlux.64","year.65","FNConc.65","FNFlux.65","year.66","FNConc.66","FNFlux.66","year.67","FNConc.67","FNFlux.67","year.68","FNConc.68","FNFlux.68","year.69","FNConc.69","FNFlux.69","year.70","FNConc.70","FNFlux.70","year.71","FNConc.71","FNFlux.71","year.72","FNConc.72","FNFlux.72","year.73","FNConc.73","FNFlux.73","year.74","FNConc.74","FNFlux.74","year.75","FNConc.75","FNFlux.75","year.76","FNConc.76","FNFlux.76","year.77","FNConc.77","FNFlux.77","year.78","FNConc.78","FNFlux.78","year.79","FNConc.79","FNFlux.79","year.80","FNConc.80","FNFlux.80","year.81","FNConc.81","FNFlux.81","year.82","FNConc.82","FNFlux.82","year.83","FNConc.83","FNFlux.83","year.84","FNConc.84","FNFlux.84","year.85","FNConc.85","FNFlux.85","year.86","FNConc.86","FNFlux.86","year.87","FNConc.87","FNFlux.87","year.88","FNConc.88","FNFlux.88","year.89","FNConc.89","FNFlux.89","year.90","FNConc.90","FNFlux.90","year.91","FNConc.91","FNFlux.91","year.92","FNConc.92","FNFlux.92","year.93","FNConc.93","FNFlux.93","year.94","FNConc.94","FNFlux.94","year.95","FNConc.95","FNFlux.95","year.96","FNConc.96","FNFlux.96","year.97","FNConc.97","FNFlux.97","year.98","FNConc.98","FNFlux.98","year.99","FNConc.99","FNFlux.99","year.100","FNConc.100","FNFlux.100","year.101","FNConc.101","FNFlux.101","year.102","FNConc.102","FNFlux.102","year.103","FNConc.103","FNFlux.103","year.104","FNConc.104","FNFlux.104","year.105","FNConc.105","FNFlux.105","year.106","FNConc.106","FNFlux.106","year.107","FNConc.107","FNFlux.107","year.108","FNConc.108","FNFlux.108","year.109","FNConc.109","FNFlux.109","year.110","FNConc.110","FNFlux.110","year.111","FNConc.111","FNFlux.111","year.112","FNConc.112","FNFlux.112","year.113","FNConc.113","FNFlux.113","year.114","FNConc.114","FNFlux.114","year.115","FNConc.115","FNFlux.115","year.116","FNConc.116","FNFlux.116","year.117","FNConc.117","FNFlux.117","year.118","FNConc.118","FNFlux.118","year.119","FNConc.119","FNFlux.119","year.120","FNConc.120","FNFlux.120","year.121","FNConc.121","FNFlux.121","year.122","FNConc.122","FNFlux.122","year.123","FNConc.123","FNFlux.123","year.124","FNConc.124","FNFlux.124","year.125","FNConc.125","FNFlux.125","year.126","FNConc.126","FNFlux.126","year.127","FNConc.127","FNFlux.127","year.128","FNConc.128","FNFlux.128","year.129","FNConc.129","FNFlux.129","year.130","FNConc.130","FNFlux.130","year.131","FNConc.131","FNFlux.131","year.132","FNConc.132","FNFlux.132","year.133","FNConc.133","FNFlux.133","year.134","FNConc.134","FNFlux.134","year.135","FNConc.135","FNFlux.135","year.136","FNConc.136","FNFlux.136","year.137","FNConc.137","FNFlux.137","year.138","FNConc.138","FNFlux.138","year.139","FNConc.139","FNFlux.139","year.140","FNConc.140","FNFlux.140","year.141","FNConc.141","FNFlux.141","year.142","FNConc.142","FNFlux.142","year.143","FNConc.143","FNFlux.143","year.144","FNConc.144","FNFlux.144","year.145","FNConc.145","FNFlux.145","year.146","FNConc.146","FNFlux.146","year.147","FNConc.147","FNFlux.147","year.148","FNConc.148","FNFlux.148","year.149","FNConc.149","FNFlux.149","year.150","FNConc.150","FNFlux.150","year.151","FNConc.151","FNFlux.151","year.152","FNConc.152","FNFlux.152","year.153","FNConc.153","FNFlux.153","year.154","FNConc.154","FNFlux.154","year.155","FNConc.155","FNFlux.155","year.156","FNConc.156","FNFlux.156","year.157","FNConc.157","FNFlux.157","year.158","FNConc.158","FNFlux.158","year.159","FNConc.159","FNFlux.159","year.160","FNConc.160","FNFlux.160","year.161","FNConc.161","FNFlux.161","year.162","FNConc.162","FNFlux.162","year.163","FNConc.163","FNFlux.163","year.164","FNConc.164","FNFlux.164","year.165","FNConc.165","FNFlux.165","year.166","FNConc.166","FNFlux.166","year.167","FNConc.167","FNFlux.167","year.168","FNConc.168","FNFlux.168","year.169","FNConc.169","FNFlux.169","year.170","FNConc.170","FNFlux.170","year.171","FNConc.171","FNFlux.171","year.172","FNConc.172","FNFlux.172","year.173","FNConc.173","FNFlux.173","year.174","FNConc.174","FNFlux.174","year.175","FNConc.175","FNFlux.175","year.176","FNConc.176","FNFlux.176","year.177","FNConc.177","FNFlux.177","year.178","FNConc.178","FNFlux.178","year.179","FNConc.179","FNFlux.179","year.180","FNConc.180","FNFlux.180","year.181","FNConc.181","FNFlux.181","year.182","FNConc.182","FNFlux.182","year.183","FNConc.183","FNFlux.183","year.184","FNConc.184","FNFlux.184","year.185","FNConc.185","FNFlux.185","year.186","FNConc.186","FNFlux.186","year.187","FNConc.187","FNFlux.187","year.188","FNConc.188","FNFlux.188","year.189","FNConc.189","FNFlux.189","year.190","FNConc.190","FNFlux.190","year.191","FNConc.191","FNFlux.191","year.192","FNConc.192","FNFlux.192","year.193","FNConc.193","FNFlux.193","year.194","FNConc.194","FNFlux.194","year.195","FNConc.195","FNFlux.195","year.196","FNConc.196","FNFlux.196","year.197","FNConc.197","FNFlux.197","year.198","FNConc.198","FNFlux.198","year.199","FNConc.199","FNFlux.199"
"1",1975,0.100418581683654,6188.22776838944,1975,0.0945823221084094,5925.1736858128,1975,0.1186577814869,6662.09654898312,1975,0.120992318426705,7858.17359468033,1975,0.0910372405845726,5249.94053466833,1975,0.125378658798944,8609.88829011106,1975,0.121926676438862,8386.91847074953,1975,0.11390658896961,6749.92004922519,1975,0.0913850331444395,5327.91383121229,1975,0.123900611679074,7008.9361433605,1975,0.104907330645376,6159.27816008138,1975,0.102599380039121,6112.86566469885,1975,0.120265443148905,6739.70099905197,1975,0.156611451490199,9406.58823427572,1975,0.122537423777009,7163.47031633358,1975,0.185359558473015,12896.6328786708,1975,0.128694415056911,8157.79654600985,1975,0.120774175292031,7220.25006932369,1975,0.0914285023888092,5986.06004902703,1975,0.101742267726904,6011.78370700648,1975,0.0983513480931472,6161.15446918604,1975,0.125997507697702,7729.66212994675,1975,0.144107126026848,7568.45892262021,1975,0.144315095318716,9152.14997654464,1975,0.136760775394669,9255.81724365011,1975,0.102130893347428,6359.3228025355,1975,0.13157769230311,7954.88162215105,1975,0.107556637940679,6259.9382276362,1975,0.101900222166287,6304.88541189286,1975,0.119353711947994,7815.67875495891,1975,0.10443011901528,6097.13197156773,1975,0.0924558730258117,5255.1782180879,1975,0.103317743207909,5719.23924328317,1975,0.116524488772188,6682.54718142894,1975,0.113634328213455,6545.38561004546,1975,0.153870610487356,8084.06768115859,1975,0.0990966285730669,6149.26131100193,1975,0.108140389203094,6079.85223273571,1975,0.120700102078293,7544.90160820323,1975,0.141848701494237,9074.06211233282,1975,0.117621516043436,7214.14341380142,1975,0.115384395749882,6932.85267504489,1975,0.121510115622002,7320.06281178269,1975,0.105233444887526,6554.40563096504,1975,0.104956994984642,6222.56659227291,1975,0.118116403502269,7509.39180135199,1975,0.102115602456088,5946.28531824919,1975,0.112825118071055,5960.39034751779,1975,0.112499470252621,6215.76374772178,1975,0.114781364929524,6643.42801811814,1975,0.153256072141894,8985.16629736852,1975,0.114370631309483,6302.73105438617,1975,0.124762062006257,7557.51068517871,1975,0.121403405247558,6599.06039332705,1975,0.102606197798724,6211.37597888715,1975,0.176943185702262,10588.8030419573,1975,0.112979254178192,7211.44997964497,1975,0.12147240014066,7179.37363442526,1975,0.141416880441627,8469.45788553913,1975,0.110626414418127,6979.47497475881,1975,0.13441610569695,7999.01588136617,1975,0.0972913168550919,6262.75718272968,1975,0.123534041064889,8304.55467745805,1975,0.119280850249435,7182.55885964402,1975,0.110043654228453,6188.90979570925,1975,0.108069998907361,6494.46099662702,1975,0.130666444703923,8459.30986561853,1975,0.0881160965684976,5372.08059909423,1975,0.101419272650609,6034.68205675436,1975,0.113428784679906,6649.28772689685,1975,0.114695130882828,6455.7841452741,1975,0.107280111335733,6905.0761123261,1975,0.125949052809417,7234.68045831131,1975,0.115451714463593,7034.46586907263,1975,0.137867675384572,7861.27618822928,1975,0.105330215429711,6470.69295710051,1975,0.105922719459172,7506.4364221869,1975,0.125134690762848,7315.11551719127,1975,0.107202889124208,6459.55862802845,1975,0.131873757855124,8442.50811482225,1975,0.106875689511254,6810.925446788,1975,0.136257691646535,8155.36486102136,1975,0.113047080508855,6926.4862725113,1975,0.127590264137889,7216.1839508308,1975,0.119649095690935,6767.19188970253,1975,0.13478193967669,8304.59505472858,1975,0.0997507100948125,5890.75133559346,1975,0.114846854568363,6570.89728701275,1975,0.10232761448917,5783.67169520584,1975,0.107259418293558,6434.33978161831,1975,0.105541443022822,6198.43375372446,1975,0.114859370645251,7110.19905343696,1975,0.145385925016588,9248.10831689814,1975,0.102109056938797,6517.09652575026,1975,0.104573683129424,6441.18049052347,1975,0.154891645920498,9676.31980340185,1975,0.113391147953583,7149.29315121092,1975,0.0900167123976311,5605.96432343286,1975,0.11988094597265,6740.85109058002,1975,0.126843311902429,7841.1205289628,1975,0.127783409253764,7578.44844117965,1975,0.118321336959892,7099.2575690872,1975,0.121180181731671,7595.04111306289,1975,0.110471867804624,6108.04111282736,1975,0.0929237890178299,5741.95442118811,1975,0.122233045740965,6965.41574958196,1975,0.101941878609493,6108.61770949168,1975,0.112951226014662,6317.40087618231,1975,0.115889901612368,7390.93771793128,1975,0.112620417160162,7286.15686268132,1975,0.115713218689817,6692.03321839323,1975,0.128090269693812,8424.82771197253,1975,0.117710180674792,7071.20105788863,1975,0.102742713743812,6519.14087410876,1975,0.0907570567664101,5789.1322036962,1975,0.117725944669602,5948.67974441356,1975,0.126711745900093,7345.41833933941,1975,0.103713116628751,6084.69738268722,1975,0.0903301121676861,5572.06179946448,1975,0.0982899096215395,6297.79275186168,1975,0.117744094571944,7074.14732780513,1975,0.0965141951180095,5646.46559107378,1975,0.126628022193013,7196.68564185532,1975,0.129220592203535,7918.47621055874,1975,0.090921086999131,5461.82530236229,1975,0.134197595120004,7889.16152396515,1975,0.104539971822427,5887.46691861222,1975,0.109335773555251,6114.11775022088,1975,0.117284921897731,6611.67505204581,1975,0.14078777262847,8708.92057362219,1975,0.126363091737942,7567.16846259342,1975,0.135390583278098,7865.44690100643,1975,0.0910244841560798,6154.51883863743,1975,0.111656409481069,6420.59667214866,1975,0.129119173317247,7724.55812285449,1975,0.108299032716822,6774.72315827778,1975,0.117692783973055,6441.89000867148,1975,0.105281294806961,6615.56486934109,1975,0.112997519603053,7040.88306296573,1975,0.0994353113865438,6008.77855244404,1975,0.127899884023086,7831.69154434068,1975,0.113215002127472,6389.5400593717,1975,0.123236178246851,7889.94075498574,1975,0.119665967818005,7180.94326867045,1975,0.144195138575773,10048.0917365834,1975,0.128992579378297,7442.42472835796,1975,0.108540135061168,6584.04153903916,1975,0.116983778806016,6687.77434494342,1975,0.0919755818741843,5721.12666031852,1975,0.106294724234978,6452.87370592128,1975,0.123358559914509,6916.14179117416,1975,0.109977372997679,6457.60605759903,1975,0.118253294502478,7160.31109718846,1975,0.116216763290667,6495.62415412613,1975,0.11336996306637,6660.53388170104,1975,0.123327751958097,7276.22746350096,1975,0.111305590268021,6167.77374356877,1975,0.129510377809891,8159.8312547475,1975,0.109869449671749,6427.32721662921,1975,0.140214359033808,7430.7281811406,1975,0.100989209851957,5936.7372777799,1975,0.105945365918664,5924.3436863983,1975,0.134609145107527,7762.67362076738,1975,0.135475772533075,7351.82249682362,1975,0.10634963159117,6867.62317946146,1975,0.120806729554398,7465.66939342595,1975,0.105542200122941,6190.8789980728,1975,0.108279938489871,6214.7475163348,1975,0.113126837862646,6643.15209316881,1975,0.123873010916922,7819.08712247247,1975,0.107273898159288,6151.16574372395,1975,0.10210048688019,6277.42644411134,1975,0.11012760927111,6300.2055090331,1975,0.124948141647059,7212.06996877658,1975,0.101711734081384,6645.57057021061,1975,0.130387940395161,7920.37324347447,1975,0.104291221319485,5867.49481031676,1975,0.108156501405048,7028.24422908411,1975,0.148286555003294,8569.79537906068,1975,0.133186763820218,7718.88460121151,1975,0.111242098997203,6632.52016155381,1975,0.0948704389972325,5939.79923916903,1975,0.115478939572621,6804.48216097222,1975,0.106288014782872,6610.36939948887,1975,0.107957682465857,6358.13410523368,1975,0.10659397090229,6659.38012064815,1975,0.110370129104773,6376.87666635714,1975,0.109509720284385,6585.583889298,1975,0.104200614963978,5333.52407357999,1975,0.12788002361646,8297.28423821384,1975,0.0955278635746224,5689.55057222816,1975,0.116853443574283,6273.9266371675,1975,0.104207738005996,6184.53197697682,1975,0.115758354992484,7100.54445231266,1975,0.112806691855631,6762.820213336,1975,0.101645460591177,5711.14770258773,1975,0.121128431438724,7500.24369692681,1975,0.109350950910281,6811.39140257056,1975,0.104062997034391,5941.60626139841,1975,0.0898832365014929,5418.16827064371
"2",1976,0.108066963191358,6652.55716958861,1976,0.101568536688628,6363.52283259565,1976,0.125324910190912,7126.0612464384,1976,0.125116347207084,8083.41762091426,1976,0.0981428149755761,5607.04558751709,1976,0.125683320635663,8366.57629762425,1976,0.126129154589047,8555.31315593086,1976,0.118953033737533,7044.43616910903,1976,0.0976513189323754,5672.95135466075,1976,0.131199358788113,7484.25915269515,1976,0.109848942853461,6487.44789897007,1976,0.108368423834966,6438.52372484428,1976,0.12845233981299,7171.52770400534,1976,0.157175881856097,9446.65220075915,1976,0.125671630300215,7309.59475349535,1976,0.175937476065914,12034.3470976558,1976,0.13094204048512,8183.27541693263,1976,0.125421448288374,7516.36293010135,1976,0.0955034813244561,6206.48004527488,1976,0.108837110366173,6424.20313645197,1976,0.10466298872815,6521.40692372837,1976,0.130936768045295,8020.66342729079,1976,0.149108641286608,7891.37485774658,1976,0.144338837047813,9077.2046001016,1976,0.135277279506234,8946.75985531653,1976,0.108353151369876,6734.79013711788,1976,0.136695117911544,8257.16650616888,1976,0.111809140330336,6530.82682196954,1976,0.109684503602611,6770.51213813388,1976,0.126307358834914,8269.89782311544,1976,0.111596000621833,6552.87376283774,1976,0.0970154009495209,5507.26149172556,1976,0.10668112554682,5905.72723066927,1976,0.120327954837963,6926.69012822181,1976,0.117701445062243,6812.9929288079,1976,0.158435459790935,8460.94360390476,1976,0.105792928113989,6565.05703125412,1976,0.118167284383354,6726.8386873743,1976,0.125165974177222,7760.89463174947,1976,0.144250900929408,9126.40755118556,1976,0.123466172097737,7600.17569440066,1976,0.119121774051122,7082.00966642055,1976,0.127127214564191,7695.27628683938,1976,0.113557285190941,7068.87045319474,1976,0.109768176406274,6513.27487775426,1976,0.121407264124257,7620.1604034094,1976,0.107674057016551,6285.5389183828,1976,0.118706417056559,6311.71399908352,1976,0.119659434635558,6666.37839759023,1976,0.12029867876929,7013.31013611184,1976,0.154181820676223,9025.66903508252,1976,0.121943310152403,6791.59208784925,1976,0.128652543679662,7914.23398560428,1976,0.121665629642762,6709.81739620853,1976,0.109719732849068,6675.53022612238,1976,0.172394732887087,10265.9288462534,1976,0.118896604877861,7525.25785233892,1976,0.127414521595516,7550.66734552285,1976,0.144856871943503,8662.1190121884,1976,0.115565306336147,7307.35759162599,1976,0.142164048975549,8491.27083649361,1976,0.104519366223439,6743.60243066959,1976,0.129751456792813,8577.66940235349,1976,0.122867480727183,7415.7822485234,1976,0.116693744146174,6611.55602016519,1976,0.11311594141492,6873.44713654943,1976,0.133720765261072,8603.10043836963,1976,0.0934993767479005,5642.0856573402,1976,0.108483724194779,6450.31725515356,1976,0.118896006981499,6974.26682712083,1976,0.115312740694019,6581.54133891486,1976,0.1112253825107,7164.07758832094,1976,0.129110188438054,7433.96314433946,1976,0.124126073306263,7507.90920370318,1976,0.139661515970842,8055.00332803779,1976,0.110203561349654,6767.73695590219,1976,0.112514993232469,7838.02835633066,1976,0.128732650757024,7558.55625120857,1976,0.115408074498111,6989.03721124808,1976,0.136219678190635,8615.00779731587,1976,0.116044394075946,7322.3870453742,1976,0.141516672672998,8451.61009089504,1976,0.117232432798024,7233.28980461219,1976,0.134220054739271,7603.57221793267,1976,0.12914106706452,7340.90096975406,1976,0.136156494910502,8267.10369001887,1976,0.106974361791165,6317.95371277421,1976,0.1222485565202,6986.29418862445,1976,0.112733053780282,6358.46118039877,1976,0.112504831232411,6667.35973037857,1976,0.112495488664875,6633.72818562099,1976,0.116921800104041,7252.25547154707,1976,0.145310607857773,9205.66579498321,1976,0.109865784829233,6882.71431571917,1976,0.1118160212609,6784.86326775067,1976,0.153754369046546,9488.84581796294,1976,0.11868615759319,7418.22886786741,1976,0.0972293709047176,6019.96499140138,1976,0.129245387902604,7213.54501978094,1976,0.128064282604001,7934.59019792563,1976,0.130814479072904,7763.88899922263,1976,0.124447633053674,7560.11965475308,1976,0.12051440486438,7540.41720834708,1976,0.116217435321213,6485.63678289229,1976,0.0976969760337336,6020.95229520921,1976,0.132153365080408,7550.39237059869,1976,0.108035893265223,6442.52834054857,1976,0.119664669276437,6751.26979297412,1976,0.120484199685995,7586.91670576205,1976,0.117554983493839,7547.32983805286,1976,0.119912612220143,7031.43131963709,1976,0.132574956239161,8650.48511368356,1976,0.121297348538264,7186.46406442324,1976,0.110460670308323,6953.03755602839,1976,0.0981120944437322,6244.89835174146,1976,0.124343475201893,6349.99497647464,1976,0.133498599048515,7813.98258909708,1976,0.110936369087816,6519.92546246082,1976,0.0946651036193404,5835.28520462423,1976,0.104124068282358,6547.69381285286,1976,0.119987716178663,7258.43571653104,1976,0.104336157968988,6092.64569249275,1976,0.131853223061914,7480.25374232578,1976,0.131844358267267,7990.45531445114,1976,0.101596147173957,6116.36207380134,1976,0.136217801033046,8099.44591075123,1976,0.110920150372411,6254.99084694484,1976,0.113674455841903,6420.63192120232,1976,0.1231444688246,7028.83076970012,1976,0.141497648614978,8742.92871051885,1976,0.130548379511549,7810.99009409721,1976,0.140028913498119,8160.36404568417,1976,0.0955400729662744,6339.77307612358,1976,0.117450932373597,6800.01699487901,1976,0.132847876337096,7912.97998134722,1976,0.113063192395686,7011.62899097229,1976,0.12341541281292,6784.90856810804,1976,0.113841499818106,7133.72551922902,1976,0.120111344156339,7430.31204940937,1976,0.104384974203513,6317.22199670166,1976,0.129550593934262,8013.9337930926,1976,0.118404063000154,6712.33456214651,1976,0.12851917862786,8103.45521818212,1976,0.126557052297014,7591.8724428397,1976,0.14411766883477,9907.76286757709,1976,0.132044207093763,7620.81885369983,1976,0.115548763321267,7019.91787117534,1976,0.123246865706632,7061.90813901812,1976,0.0982826525794591,6120.83568875298,1976,0.114141069950796,6933.40155396851,1976,0.131822784873063,7472.23531059173,1976,0.116971308294803,6833.4834748812,1976,0.12596841902337,7643.83443789629,1976,0.1220502985073,6916.48763813274,1976,0.118587712240292,7038.36975526319,1976,0.126990005818563,7542.17814051746,1976,0.117988288402031,6608.27946019889,1976,0.133666736680075,8345.61600860799,1976,0.114827278316536,6812.25857021842,1976,0.148288189482944,7950.09407761543,1976,0.108679603777704,6370.03206293605,1976,0.114190714064073,6443.40027962173,1976,0.13356947945028,7789.67376868148,1976,0.139938501379312,7655.93804169568,1976,0.115543841723418,7444.22508468389,1976,0.121638481766612,7510.58796391035,1976,0.11319960179128,6631.74192695068,1976,0.113951290101811,6579.29531149088,1976,0.118508598426449,6908.44210966751,1976,0.127577504701182,8052.56261989605,1976,0.115194246167222,6616.95421026263,1976,0.10779999355205,6626.38840516069,1976,0.114770220816137,6600.43439147577,1976,0.130198587998278,7581.57976515127,1976,0.106116204740715,6909.17711792372,1976,0.133619211694291,8152.10711819648,1976,0.110363059685243,6211.50728620376,1976,0.113182605506702,7225.29367165076,1976,0.154266866514145,8885.73154853484,1976,0.139228981706521,8076.12721655896,1976,0.116579588215122,6951.84433859692,1976,0.100519220203336,6255.50931264299,1976,0.117730346811296,7025.93089270689,1976,0.113672474542795,7008.75436348418,1976,0.111497834261899,6565.33360001434,1976,0.11439236581914,7135.89859983866,1976,0.115311784500276,6711.43520425052,1976,0.115496646300785,6965.79240195804,1976,0.107211816417157,5528.87924086235,1976,0.128887671414081,8307.83468723744,1976,0.104687596740611,6203.01197057537,1976,0.122979081053774,6595.77207758646,1976,0.112348448254653,6689.48317983645,1976,0.122020776744035,7514.03805395226,1976,0.120272206255517,7221.47377032098,1976,0.111311083486258,6260.375101085,1976,0.126141457743722,7776.32439186138,1976,0.116300567254112,7255.63986677665,1976,0.110979187527644,6390.78761749806,1976,0.0969625198820415,5878.54503086392
