chng_est low_conf up_conf
-27.5339820484722 -78.6735544886621 -8.48335736363545
-48.1376641733379 -155.535875349208 -18.3614114062002
-50.2348926496412 -136.403013703504 -10.3224769997219
-89.2127662680653 -138.258414291422 -27.4165430640834
-96.1960448528529 -131.696530585263 -27.2798541013998
-18.9968213465636 -72.8485217503199 5.59556210686047
-10.1554746811071 -38.6256509682234 11.9538982772389
-8.03179232662329 -23.1949226221007 4.31245046502713
-9.28910429555712 -16.8493228713285 1.91345948567589
-9.640943785615 -19.4732198085821 -1.06439548836075
-14.7159236516974 -34.0044633177818 -3.55979240433202
-7.80617402028253 -25.195075883888 2.59980537368651
