chng_est low_conf up_conf
-1.88059994387245 -2.54979796719773 -0.918068167412742
-1.45087041786857 -3.66875752430574 2.49458692441338
-0.383194112025328 -4.54576546168485 4.26541626311844
0.424423267316802 -5.96699717871236 6.88329616519919
-2.88411074865355 -8.7244997627579 2.11826821637094
-5.3826912676413 -16.9043052701969 2.14295172403337
-8.84559604763722 -23.4414868082607 8.77878082245417
-2.50568391955446 -65.6095246342683 53.7626712072128
-19.1817376517019 -85.7027727977081 39.896998691004
-8.24464138263201 -26.1716619221914 1.21822593386177
-3.31082158821078 -8.52642860270489 -0.167729151978374
-1.90092342087348 -4.0947558984584 -1.2528013143139
