chng_est low_conf up_conf
-25069.0777317614 -75244.7152587312 -10393.520963909
-40293.0630769888 -137967.602348521 -14560.3076994759
-59487.8261907467 -252630.099843339 -20390.4840671332
-43155.8630288012 -192306.289583634 -30114.2432036918
-67254.1291388755 -167584.523507891 -16078.8212164537
-76187.5335163775 -194054.239076396 -25736.4409162061
-25586.3181458211 -124132.512626845 -9591.31599766464
-4476.79853346169 -83307.5003139384 6160.01339631557
198.485019822692 -70852.6409406938 12315.5620526542
-12056.83500715 -60620.7773541182 -519.827708135675
-6913.25529018032 -40843.4421824301 2569.60191398152
-11731.6258073853 -45516.9398777266 -498.512405930978
