chng_est low_conf up_conf
-0.55045851404778 -1.41883833626345 0.981826633660436
0.214776849683966 -1.01210155078879 1.62113091270582
0.543071646619948 -0.674360743647387 2.10119996990688
0.564204617399327 -1.72868376274035 1.88208448574764
-0.282752659201327 -1.9628511633833 1.07829597902494
-0.651806543909335 -3.67912157867528 1.10383833938702
-2.00421394660179 -6.10330801366008 1.36989704671912
3.37577799955055 -17.4347786287403 22.5820993930731
4.70575145065073 -37.2742615987648 43.778381413198
-1.08992243375719 -25.2436191758752 11.0759432214524
-1.23134784592939 -8.12537534992747 1.96000084464451
-1.02832087921397 -2.78019265889454 0.0285904566411128
