chng_est low_conf up_conf
-0.0118332256307375 -0.0217892725511202 -0.00251417520315383
-0.00933752325778889 -0.0223708831224153 0.00481695920028526
-0.00306084049982297 -0.0201840822832207 0.0190323427496643
-0.001041772943275 -0.0204924592977836 0.0170526273843163
-0.0114585500218949 -0.032908135664852 0.00298718212620849
-0.0184219522731532 -0.0358933381242056 -0.00194851232766788
-0.0168165302091831 -0.0320252645707594 -0.000975977809827749
-0.00975545729096972 -0.0276727855592083 0.00110318675498347
-0.00613408766158903 -0.0215521116436326 0.0100901902880533
-0.000781363720169369 -0.0098259749963439 0.0141586974714808
-0.0027603593088775 -0.00976150253032496 0.00722933065486174
-0.0130206997590377 -0.0206600606682276 -0.00576437568814989
