chng_est low_conf up_conf
-44.413650427173 -149.157619350803 226.998388794959
89.873397071998 -311.213436352575 1074.82702806149
58.4080227867583 -284.315310431075 599.725914011337
-51.4643119312454 -1521.20050563997 1013.98472174735
-544.611077602165 -2043.03213201774 296.727323055302
-1571.7633440321 -8761.10053920672 507.338433690458
-4772.52541294973 -15593.4235955333 3298.43784357541
-20782.0417911567 -85297.4722467024 40482.3573908862
-3741.03472005368 -103038.285732815 92282.5225858895
-1176.89297553099 -10085.7246641864 3397.33473665732
-157.490626666526 -1357.58725179813 246.59435326377
-87.1185186877986 -308.492854982988 4.3906759079149
