chng_est low_conf up_conf
0.155282971773743 -0.00183782046165382 0.45806869608816
0.154606039467737 -0.13413594062699 0.539375084739864
-0.00839415608156957 -0.352621354484962 0.393814719201412
-0.242493370130271 -0.804255679552599 0.349040384623018
-0.510489756916496 -1.34802737689154 -0.132749854015131
-0.975554793011618 -1.88632584923967 -0.266404076431784
-1.47630750278235 -2.55898419854248 -0.18425060797479
-1.78902897507587 -4.49482275807714 1.24025662547792
-0.827352460721925 -6.3770759050424 2.95602116868359
-0.667317173711929 -1.96875516509812 0.121414084919963
-0.180209809096598 -0.417038213879866 0.0636752520928623
-0.0432484398681423 -0.23176388726013 0.113253225143021
