chng_est low_conf up_conf
-26120.8829939075 -42093.4408474139 -9344.00394940568
-46714.7800026265 -66952.8340379218 -8896.75491449533
-65180.7396158572 -120119.872831983 -20931.4671561964
-77454.567144193 -107639.021789065 -33643.9680289121
-70077.7914897346 -113093.949990873 -24129.9581487586
-69581.143816736 -124050.849096821 -32459.939979754
-28799.0101463321 -49971.7829193019 -11115.1473042546
9776.38887954416 -17979.5662713445 42289.7434945367
21651.1768116392 -3012.85933689172 47194.3433140522
-2436.87053553959 -20119.4075537147 20661.1860354556
7902.74827445255 -17715.5252836304 44935.4286305875
-5031.59081081106 -25896.1085243399 17281.2983699008
