chng_est low_conf up_conf
-106451.072616746 -135659.958652552 -44706.1763514152
-133349.209692475 -188590.551671672 -76602.7235690022
-190426.902060584 -237632.975588879 -111386.92526047
-289079.696813314 -586596.720133537 -159195.05493973
-318170.429133869 -399627.260604163 -198650.090843177
-350630.972851366 -466729.819117455 -209342.275033459
-129992.635630497 -263053.00591191 -77913.8537602519
-31594.9381865567 -96263.6739024058 171380.760749604
36828.8178823995 -40151.6631131793 120962.78349472
-27781.9226629686 -70758.2080281869 51760.6160391764
-14039.0795330047 -68045.2654644533 277572.299959058
-49802.2982040582 -103061.787561105 112284.167675001
