chng_est low_conf up_conf
-0.0980543651233915 -0.103393475917037 -0.0895842571736911
-0.100172345453778 -0.107714079058912 -0.0914795413264661
-0.0976816525846798 -0.105945059514207 -0.0920625172686836
-0.0985754684368854 -0.106548628852279 -0.0887712308620664
-0.094984144245698 -0.105115947548731 -0.0819555437755783
-0.0855016289129233 -0.094922839771218 -0.0676984300295972
-0.0654142260958699 -0.0766313880094391 -0.0506277998594131
-0.0312864177976071 -0.0511780129466386 -0.0128747014232547
-0.0316745265784408 -0.0426073314266595 -0.0169551890291517
-0.0400808513404085 -0.0509527455454307 -0.027407437420544
-0.0501024007447353 -0.0626061226299531 -0.0363782706934565
-0.0688333314563836 -0.0782026717861614 -0.0612919245623953
