DecYear Q Conc Flux FNConc FNFlux PeriodLong PeriodStart
1972.24763595107 43.4607886487652 0.276121979644788 904.846268496465 0.239722462090322 2090.53633431165 12 10
1973.24711938423 92.8171141880527 0.239377521059818 1649.87326877004 0.241346792513654 2086.26086675366 12 10
1974.24703196347 108.339478402549 0.218833906958971 1863.36776907916 0.243579791713797 2090.04826614405 12 10
1975.24703196347 110.090468053347 0.215832906743516 1894.33895617451 0.246262928648377 2096.52811217169 12 10
1976.24763595107 59.7583716288623 0.271652623792231 1203.13560335455 0.249146247028817 2106.63804795441 12 10
1977.24711938423 16.2904877648976 0.27837834308279 392.992271298672 0.252417008955302 2109.6551857642 12 10
1978.24703196347 175.182519171627 0.248579213912868 2603.87260682454 0.256467503626543 2117.14867797924 12 10
1979.24703196347 102.26182978742 0.253665361951515 1970.45663038449 0.261927001170526 2135.02875188618 12 10
1980.24763595107 233.704503607849 0.217991648829679 3865.01891818197 0.26659950597725 2155.75053608596 12 10
1981.24711938423 69.0519875270374 0.285595251019451 1591.37253422478 0.270717230523251 2183.22223938439 12 10
1982.24703196347 214.120355179787 0.223161487832187 3360.96653416132 0.274769094393886 2221.67658280573 12 10
1983.24703196347 602.599558413676 0.157512036131096 8137.84913850304 0.282034086370821 2261.89103619688 12 10
1984.24763595107 245.973589665622 0.223360616097536 4081.74280961959 0.291189033675126 2303.57489261884 12 10
1985.24711938423 82.4353825052854 0.262148739341555 1809.60704161375 0.290386284690921 2321.71520618416 12 10
1986.24703196347 204.456940429972 0.235455940667928 3698.5368663316 0.287694977254541 2349.96165309031 12 10
1987.24703196347 70.9379670755923 0.265547834571043 1569.75525324374 0.285994332745602 2377.91329820415 12 10
1988.24763595107 45.5731015983763 0.291947827517455 1146.34161906671 0.269935071772771 2348.92325133341 12 10
1989.24711938423 41.4180814284517 0.283528901536827 1015.81547850473 0.256272987199643 2309.67511570298 12 10
1990.24703196347 35.8177850207375 0.276585893760455 864.102355311705 0.250625178453446 2307.666088579 12 10
1991.24703196347 25.7018437918308 0.272176780038621 612.224702832872 0.246955752355144 2315.75811152087 12 10
1992.24763595107 27.3180199025035 0.266173657921364 663.480152757462 0.242900194997046 2294.68347485149 12 10
1993.24711938423 66.6047913575756 0.24861506889723 1525.40380618935 0.24007394691937 2316.53334244585 12 10
1994.24703196347 47.7055850283133 0.255540644945288 1050.73426413692 0.234255890941403 2293.99014480407 12 10
1995.24703196347 246.441591527 0.193057601899051 3546.25788097216 0.226201619796095 2176.91836203445 12 10
1996.24763595107 153.886586327221 0.205539961718115 2696.84287852868 0.219229710493068 2070.83205626272 12 10
1997.24711938423 264.88896960078 0.205513153013837 4554.26557116111 0.214637014490122 1978.31519539443 12 10
1998.24703196347 332.099974211848 0.167445552170683 4220.12825773104 0.212823590736221 1909.74760265643 12 10
1999.24703196347 139.556280160983 0.205694643045981 2437.61085975158 0.212282045055677 1866.45871563907 12 10
2000.24763595107 111.010548292812 0.206277496284864 1884.72964943381 0.211442407133152 1870.32596195448 12 10
2001.24711938423 67.7532916141288 0.222056973886867 1274.82963591494 0.212812774230166 1902.12830670001 12 10
2002.24703196347 54.5918541631705 0.226569674901649 1054.66641648438 0.21295662899245 1928.18872444623 12 10
2003.24703196347 53.386177151073 0.223014892112066 1019.42359100657 0.211025740148866 1941.08676602883 12 10
2004.24763595107 53.5589938533722 0.221438486354468 1021.55434170592 0.208589152250713 1953.61333337326 12 10
2005.24711938423 148.129690276607 0.202832771297034 2402.71393663748 0.207861714783634 1992.38987243824 12 10
2006.24703196347 287.512966143338 0.194334631568927 4414.73502679102 0.203828608302192 2026.57533666498 12 10
2007.24703196347 62.4294917556144 0.211861375000476 1142.73017770956 0.197964669182358 2014.5872068581 12 10
2008.24763595107 48.1363951422032 0.205311984735956 862.969222939783 0.190714044350569 1968.45656805549 12 10
2009.24711938423 33.8487944431018 0.190110290636834 565.758868940742 0.183273514835325 1916.37195879232 12 10
2010.24703196347 71.3600044570871 0.183254775181337 1106.33718844351 0.176174391315633 1877.48634448401 12 10
2011.24703196347 267.113975501749 0.161590558535067 3765.94414247143 0.169009676043801 1804.65017531745 12 10
2012.24763595107 57.6472965741745 0.172727585965193 839.130898601863 0.164341003076223 1774.48110918933 12 10
2013.24711938423 41.8782883672435 0.167317090066645 634.216416620966 0.162225316851172 1750.15760531821 12 10
2014.24703196347 24.6547411193978 0.139276377431885 330.014595868906 0.160788074627327 1727.77485541046 12 10
2015.24703196347 16.5238961593765 0.118757713857548 212.629643591796 0.158970434746048 1702.92757257 12 10
2016.24763595107 28.4848906045046 0.140077779196808 397.156268265494 0.157183294642515 1682.97824803871 12 10
2017.24711938423 346.149784834773 0.145473417014968 4584.95998115913 0.155688616023152 1660.61997280107 12 10
2018.24703196347 72.9442738261139 0.1607895149913 1017.32343185905 0.154419909018257 1643.11947517644 12 10
