chng_est low_conf up_conf
0.00146471399132529 -0.00153728222908582 0.00448651698356924
0.00323294710482865 0.00122893680299519 0.00501974478215413
0.00219519720869632 -0.000212759206917903 0.00439514321985908
-0.000156853530515574 -0.00215351030001911 0.00196532388400849
-0.000503079814116224 -0.00338327871911819 0.00117339272799389
-0.00097947566399078 -0.00386536079241542 0.00056432760236665
-0.00210915190805921 -0.00454411219202842 -8.63022430866653e-05
-0.00101572905361635 -0.00377805841002016 0.0024763069723154
-0.00453523038466705 -0.0070077805866692 0.000614079689871174
-0.00351382413385573 -0.00833370736883975 -0.000540244246319446
-0.00171153896291034 -0.00723467122675598 0.000997050689382363
0.000622257846450442 -0.00452647556477048 0.00341477432553634
