chng_est low_conf up_conf
-1.40186853800389 -2.60247844715371 2.64329081233178
0.872495476584667 -2.30807379357844 6.45082448754341
2.35264914226503 -0.619063447889916 5.76703117574376
2.33269423144362 -5.06736114391298 7.08465035664149
-0.526750627174859 -6.97689775117336 4.3306170189039
-2.79561730537297 -18.5943466872038 4.54358732642038
-11.6691821017667 -34.6940882502019 8.78755586743183
3.61567447579981 -116.605662408504 116.172882041548
-22.7703253811967 -234.389202295657 191.766028052132
-10.840644845342 -90.9501889868196 20.6035038214206
-3.52750022392119 -21.9964673527506 3.2209164761605
-2.40714467200114 -6.12599438203078 -0.0365995121492446
