chng_est low_conf up_conf
-103283.200796414 -139160.988089421 4311.24255870032
-117096.492600285 -146434.105978707 -30533.8225265591
-130624.638583773 -170994.665392223 -57151.4418599135
-169474.412683509 -232982.611953252 -102157.729883201
-152052.668706572 -224772.454703001 -77179.8056709755
-210738.833751723 -292271.522561973 -128593.571027662
-108614.376525199 -182697.396594329 -35035.1888156574
-1613.98070273532 -99416.4432346182 88351.9881601692
20960.2861374545 -58860.1282057721 129785.143670748
43398.614062224 -27672.4471600807 201089.362662535
35346.4242251102 -41230.8894765499 121147.578029163
-20774.8827818923 -80916.4860508252 52851.8391767619
